"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"21/12/2016","GOIL","1.52","0.95","1.10","1.10","1.10","1.10","0","","","600.00",""
"20/12/2016","GOIL","1.52","0.95","1.10","1.10","1.10","1.10","0","0.99","1.10","13,900.00",""
"19/12/2016","GOIL","1.52","0.95","1.00","1.00","1.10","1.10","0.1","0.99","","78,500.00",""
"16/12/2016","GOIL","1.52","0.95","1.00","1.00","1.00","1.00","0","0.99","1.00","0.00",""
"15/12/2016","GOIL","1.52","0.95","1.00","1.00","1.00","1.00","0","0.99","1.00","300.00",""
"14/12/2016","GOIL","1.52","0.95","0.99","0.99","1.00","1.00","0.01","1.00","1.10","28,000.00",""
"13/12/2016","GOIL","1.52","0.95","0.99","0.99","0.99","0.99","0","0.99","","1,200.00",""
"12/12/2016","GOIL","1.52","0.95","0.99","0.99","0.99","0.99","0","0.99","1.10","600.00",""
"09/12/2016","GOIL","1.52","0.95","0.96","0.96","0.99","0.99","0.03","0.96","1.01","900.00",""
"08/12/2016","GOIL","1.52","0.95","0.96","0.96","0.95","0.96","0","0.96","1.00","10,500.00",""
"07/12/2016","GOIL","1.52","0.95","0.96","0.96","0.95","0.96","0","0.95","1.01","0.00",""
"06/12/2016","GOIL","1.52","0.95","0.96","0.96","0.95","0.96","0","","0.99","0.00",""
"05/12/2016","GOIL","1.52","0.95","0.99","0.99","0.95","0.96","-0.03","","0.95","3,100.00",""
"01/12/2016","GOIL","1.52","0.99","0.99","0.99","0.99","0.99","0","","0.98","200.00",""
"30/11/2016","GOIL","1.52","0.99","1.04","1.04","0.99","0.99","-0.05","","0.99","3,100.00",""
"29/11/2016","GOIL","1.52","1.00","1.04","1.04","1.05","1.04","0","","1.00","0.00",""
"28/11/2016","GOIL","1.52","1.00","1.04","1.04","1.05","1.04","0","","1.02","0.00",""
"25/11/2016","GOIL","1.52","1.00","1.04","1.04","1.05","1.04","0","","1.04","400.00",""
"24/11/2016","GOIL","1.52","1.00","1.00","1.00","1.05","1.04","0.04","","1.02","190,200.00",""
"23/11/2016","GOIL","1.52","1.00","1.01","1.01","1.00","1.00","-0.01","","1.00","200.00",""
"22/11/2016","GOIL","1.52","1.01","1.04","1.04","1.01","1.01","-0.03","","1.01","1,800.00",""
"21/11/2016","GOIL","1.52","1.10","1.04","1.04","1.04","1.04","0","","1.02","0.00",""
"18/11/2016","GOIL","1.52","1.10","1.05","1.05","1.04","1.04","-0.01","","1.04","600.00",""
"17/11/2016","GOIL","1.52","1.10","1.05","1.05","1.10","1.05","0","","1.05","0.00",""
"16/11/2016","GOIL","1.52","1.10","1.05","1.05","1.10","1.05","0","","1.05","0.00",""
"15/11/2016","GOIL","1.52","1.10","1.09","1.10","1.10","1.05","-0.04","","1.05","200.00",""
"14/11/2016","GOIL","1.52","1.10","1.10","1.10","1.10","1.09","-0.01","","1.09","6,600.00",""
"11/11/2016","GOIL","1.52","1.10","1.10","1.10","1.10","1.10","0","","1.10","0.00",""
"10/11/2016","GOIL","1.52","1.10","1.11","1.11","1.10","1.10","-0.01","","1.10","500.00",""
"09/11/2016","GOIL","1.52","1.11","1.14","1.14","1.11","1.11","-0.03","1.10","1.11","600.00",""
"08/11/2016","GOIL","1.52","1.14","1.14","1.14","1.14","1.14","0","","","300.00",""
"07/11/2016","GOIL","1.52","1.14","1.14","1.14","1.14","1.14","0","","1.14","0.00",""
"04/11/2016","GOIL","1.52","1.14","1.15","1.15","1.14","1.14","-0.01","","1.14","3,400.00",""
"03/11/2016","GOIL","1.52","1.15","1.15","1.15","1.15","1.15","0","","1.15","0.00",""
"02/11/2016","GOIL","1.52","1.15","1.15","1.15","1.15","1.15","0","","1.15","400.00",""
"01/11/2016","GOIL","1.52","1.15","1.17","1.17","1.15","1.15","-0.02","","1.15","700.00",""
"31/10/2016","GOIL","1.52","1.17","1.17","1.17","1.17","1.17","0","","1.16","0.00",""
"28/10/2016","GOIL","1.52","1.17","1.17","1.17","1.17","1.17","0","","1.16","100.00",""
"27/10/2016","GOIL","1.52","1.17","1.21","1.21","1.17","1.17","-0.04","","1.18","300.00",""
"26/10/2016","GOIL","1.52","1.21","1.22","1.22","1.21","1.21","-0.01","","1.18","1,600.00",""
"25/10/2016","GOIL","1.52","1.22","1.22","1.22","1.22","1.22","0","","1.22","400.00",""
"24/10/2016","GOIL","1.52","1.22","1.22","1.22","1.22","1.22","0","","1.22","200.00",""
"21/10/2016","GOIL","1.52","1.22","1.22","1.22","1.22","1.22","0","","1.22","0.00",""
"20/10/2016","GOIL","1.52","1.22","1.22","1.22","1.22","1.22","0","","","0.00",""
"19/10/2016","GOIL","1.52","1.22","1.22","1.22","1.22","1.22","0","","1.22","300.00",""
"18/10/2016","GOIL","1.52","1.22","1.22","1.22","1.22","1.22","0","1.22","","9,800.00",""
"17/10/2016","GOIL","1.52","1.22","1.22","1.22","1.22","1.22","0","","1.22","0.00",""
"14/10/2016","GOIL","1.52","1.22","1.22","1.22","1.22","1.22","0","","1.22","0.00",""
"13/10/2016","GOIL","1.52","1.22","1.22","1.23","1.22","1.22","0","","1.22","0.00",""
"12/10/2016","GOIL","1.52","1.22","1.22","1.23","1.22","1.22","0","","1.22","500.00",""
"11/10/2016","GOIL","1.52","1.22","1.22","1.23","1.22","1.22","0","","1.22","400.00",""
"10/10/2016","GOIL","1.52","1.22","1.22","1.23","1.22","1.22","0","","1.22","2,100.00",""
"07/10/2016","GOIL","1.52","1.22","1.23","1.23","1.22","1.22","-0.01","","1.22","200.00",""
"06/10/2016","GOIL","1.52","1.23","1.23","1.23","1.24","1.23","0","1.10","1.23","3,200.00",""
"05/10/2016","GOIL","1.52","1.23","1.23","1.23","1.24","1.23","0","","1.23","1,000.00",""
"04/10/2016","GOIL","1.52","1.23","1.23","1.23","1.24","1.23","0","","1.23","500.00",""
"03/10/2016","GOIL","1.52","1.23","1.23","1.23","1.24","1.23","0","","1.23","0.00",""
"30/09/2016","GOIL","1.52","1.23","1.24","1.24","1.24","1.23","-0.01","","1.23","100.00",""
"29/09/2016","GOIL","1.52","1.24","1.24","1.24","1.24","1.24","0","","1.24","0.00",""
"28/09/2016","GOIL","1.52","1.24","1.24","1.24","1.24","1.24","0","","1.24","200.00",""
"27/09/2016","GOIL","1.52","1.24","1.33","1.33","1.24","1.24","-0.09","","1.24","1,300.00",""
"26/09/2016","GOIL","1.52","1.25","1.24","1.24","1.24","1.33","0.09","1.22","","2,621,200.00",""
"23/09/2016","GOIL","1.52","1.25","1.24","1.24","1.24","1.24","0","","1.24","100.00",""
"22/09/2016","GOIL","1.52","1.25","1.24","1.24","1.24","1.24","0","1.24","","1,400.00",""
"20/09/2016","GOIL","1.52","1.25","1.33","1.33","1.24","1.24","-0.09","1.24","1.33","700.00",""
"19/09/2016","GOIL","1.52","1.25","1.33","1.33","1.53","1.33","0","1.24","1.33","22,348,383.00",""
"16/09/2016","GOIL","1.52","1.25","1.24","1.24","1.33","1.33","0.09","1.24","","200,200.00",""
"15/09/2016","GOIL","1.52","1.25","1.24","1.22","1.24","1.24","0","1.24","","0.00",""
"14/09/2016","GOIL","1.52","1.25","1.22","1.22","1.24","1.24","0.02","1.24","","3,000.00",""
"13/09/2016","GOIL","1.52","1.25","1.22","1.20","1.22","1.22","0","1.22","1.24","50,000.00",""
"09/09/2016","GOIL","1.52","1.25","1.20","1.20","1.22","1.22","0.02","1.22","","170,800.00",""
"08/09/2016","GOIL","1.52","1.25","1.20","1.20","1.20","1.20","0","","1.20","44,000.00",""
"07/09/2016","GOIL","1.52","1.25","1.24","1.24","1.24","1.20","-0.04","","1.20","600.00",""
"06/09/2016","GOIL","1.52","1.25","1.24","1.24","1.24","1.24","0","","1.22","0.00",""
"05/09/2016","GOIL","1.52","1.25","1.24","1.24","1.24","1.24","0","","1.23","0.00",""
"02/09/2016","GOIL","1.52","1.25","1.24","1.24","1.24","1.24","0","","1.24","0.00",""
"01/09/2016","GOIL","1.52","1.25","1.25","1.25","1.24","1.24","-0.01","","1.24","200.00",""
"31/08/2016","GOIL","1.52","1.25","1.30","1.30","1.25","1.25","-0.05","","1.25","6,600.00",""
"30/08/2016","GOIL","1.52","1.30","1.30","1.30","1.30","1.30","0","","1.30","100.00",""
"29/08/2016","GOIL","1.52","1.30","1.33","1.33","1.30","1.30","-0.03","","1.30","3,000.00",""
"26/08/2016","GOIL","1.52","1.33","1.33","1.33","1.33","1.33","0","","1.32","200.00",""
"25/08/2016","GOIL","1.52","1.33","1.33","1.33","1.33","1.33","0","","1.32","0.00",""
"24/08/2016","GOIL","1.52","1.33","1.33","1.33","1.33","1.33","0","","1.32","40,000.00",""
"23/08/2016","GOIL","1.52","1.33","1.33","1.33","1.33","1.33","0","","1.31","300.00",""
"22/08/2016","GOIL","1.52","1.33","1.33","1.33","1.33","1.33","0","","1.33","1,200.00",""
"19/08/2016","GOIL","1.52","1.33","1.34","1.34","1.33","1.33","-0.01","","1.32","118,000.00",""
"18/08/2016","GOIL","1.52","1.33","1.36","1.36","1.33","1.34","-0.02","","1.33","2,600.00",""
"17/08/2016","GOIL","1.52","1.35","1.36","1.36","1.36","1.36","0","","1.35","0.00",""
"16/08/2016","GOIL","1.52","1.35","1.36","1.36","1.36","1.36","0","","1.36","0.00",""
"15/08/2016","GOIL","1.52","1.35","1.36","1.36","1.36","1.36","0","","1.36","1,500.00",""
"12/08/2016","GOIL","1.52","1.35","1.36","1.36","1.36","1.36","0","","1.36","0.00",""
"11/08/2016","GOIL","1.52","1.35","1.37","1.37","1.36","1.36","-0.01","","1.36","2,600.00",""
"10/08/2016","GOIL","1.52","1.35","1.37","1.37","1.35","1.37","0","1.36","1.37","0.00",""
"09/08/2016","GOIL","1.52","1.35","1.37","1.37","1.35","1.37","0","","1.37","0.00",""
"08/08/2016","GOIL","1.52","1.35","1.36","1.36","1.35","1.37","0.01","","1.38","5,500.00",""
"05/08/2016","GOIL","1.52","1.35","1.36","1.36","1.35","1.36","0","1.36","1.37","3,300.00",""
"04/08/2016","GOIL","1.52","1.35","1.36","1.36","1.35","1.36","0","1.36","1.37","6,000.00",""
"03/08/2016","GOIL","1.52","1.35","1.36","1.36","1.35","1.36","0","1.36","1.37","600.00",""
"02/08/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.36","0.01","1.35","","1,600.00",""
"01/08/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.35","200.00",""
"29/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.35","100.00",""
"28/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.35","1,100.00",""
"27/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","","0.00",""
"26/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","1.35","","25,300.00",""
"25/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.35","0.00",""
"22/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.35","0.00",""
"21/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.36","1,800.00",""
"20/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","1.35","","1,500.00",""
"19/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.35","300.00",""
"18/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.35","110,600.00",""
"15/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","","600.00",""
"14/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.36","900.00",""
"13/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.35","101,600.00",""
"12/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.35","200.00",""
"11/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","1.35","10,000.00",""
"08/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","1.35","","0.00",""
"07/07/2016","GOIL","1.52","1.35","1.35","1.35","1.35","1.35","0","","","110,600.00",""
"05/07/2016","GOIL","1.52","1.35","1.36","1.36","1.35","1.35","-0.01","","1.35","900.00",""
"04/07/2016","GOIL","1.52","1.36","1.36","1.36","1.36","1.36","0","","","0.00",""
"30/06/2016","GOIL","1.52","1.36","1.36","1.36","1.36","1.36","0","","1.36","0.00",""
"29/06/2016","GOIL","1.52","1.36","1.36","1.36","1.36","1.36","0","","1.37","0.00",""
"28/06/2016","GOIL","1.52","1.36","1.36","1.36","1.36","1.36","0","","1.36","4,300.00",""
"27/06/2016","GOIL","1.52","1.36","1.37","1.37","1.36","1.36","-0.01","","","232,700.00",""
"24/06/2016","GOIL","1.52","1.36","1.37","1.37","1.37","1.37","0","1.30","1.37","2,200.00",""
"23/06/2016","GOIL","1.52","1.36","1.37","1.37","1.37","1.37","0","","1.37","6,700.00",""
"22/06/2016","GOIL","1.52","1.36","1.38","1.38","1.37","1.37","-0.01","1.36","1.37","1,800.00",""
"21/06/2016","GOIL","1.52","1.36","1.38","1.38","1.38","1.38","0","","1.38","4,300.00",""
"20/06/2016","GOIL","1.52","1.36","1.38","1.38","1.38","1.38","0","1.38","","5,600.00",""
"17/06/2016","GOIL","1.52","1.36","1.39","1.39","1.38","1.38","-0.01","","","13,500.00",""
"16/06/2016","GOIL","1.52","1.36","1.39","1.39","1.38","1.39","0","1.39","","300.00",""
"15/06/2016","GOIL","1.52","1.36","1.39","1.39","1.38","1.39","0","1.38","1.39","0.00",""
"14/06/2016","GOIL","1.52","1.36","1.39","1.39","1.38","1.39","0","1.36","","1,600.00",""
"13/06/2016","GOIL","1.52","1.36","1.38","1.38","1.38","1.39","0.01","1.38","1.39","11,900.00",""
"10/06/2016","GOIL","1.52","1.36","1.38","1.38","1.38","1.38","0","1.38","","0.00",""
"09/06/2016","GOIL","1.52","1.36","1.38","1.38","1.38","1.38","0","1.38","","6,500.00",""
"08/06/2016","GOIL","1.52","1.36","1.38","1.38","1.38","1.38","0","1.38","","2,500.00",""
"07/06/2016","GOIL","1.52","1.36","1.38","1.38","1.38","1.38","0","1.38","","200.00",""
"06/06/2016","GOIL","1.52","1.36","1.38","1.38","1.36","1.38","0","1.38","","1,500.00",""
"03/06/2016","GOIL","1.52","1.36","1.37","1.37","1.36","1.38","0.01","1.38","","100.00",""
"02/06/2016","GOIL","1.52","1.36","1.37","1.37","1.36","1.37","0","1.37","","1,000.00",""
"01/06/2016","GOIL","1.52","1.36","1.37","1.37","1.36","1.37","0","1.36","1.37","5,600.00",""
"31/05/2016","GOIL","1.52","1.36","1.37","1.37","1.36","1.37","0","1.37","","8,600.00",""
"30/05/2016","GOIL","1.52","1.36","1.36","1.37","1.36","1.37","0.01","1.36","1.37","5,500.00",""
"27/05/2016","GOIL","1.52","1.36","1.36","1.37","1.36","1.36","0","1.35","1.36","800.00",""
"26/05/2016","GOIL","1.52","1.36","1.36","1.37","1.36","1.36","0","1.36","","300.00",""
"24/05/2016","GOIL","1.52","1.36","1.36","1.37","1.36","1.36","0","1.36","","0.00",""
"23/05/2016","GOIL","1.52","1.36","1.36","1.37","1.36","1.36","0","1.36","1.37","10,500.00",""
"20/05/2016","GOIL","1.52","1.36","1.37","1.37","1.36","1.36","-0.01","1.37","","2,000.00",""
"19/05/2016","GOIL","1.52","1.36","1.37","1.37","1.37","1.37","0","1.37","","1,600.00",""
"18/05/2016","GOIL","1.52","1.36","1.36","1.36","1.37","1.37","0.01","1.37","","3,300.00",""
"17/05/2016","GOIL","1.52","1.36","1.36","1.36","1.36","1.36","0","1.36","","12,000.00",""
"16/05/2016","GOIL","1.52","1.36","1.36","1.36","1.36","1.36","0","1.37","","0.00",""
"13/05/2016","GOIL","1.52","1.36","1.37","1.37","1.36","1.36","-0.01","1.37","","1,000.00",""
"12/05/2016","GOIL","1.52","1.37","1.37","1.51","1.38","1.37","0","1.37","","0.00",""
"11/05/2016","GOIL","1.52","1.37","1.51","1.51","1.38","1.37","-0.14","1.36","","6,000.00",""
"10/05/2016","GOIL","1.52","1.38","1.51","1.51","1.52","1.51","0","1.35","1.40","0.00",""
"09/05/2016","GOIL","1.52","1.38","1.51","1.51","1.52","1.51","0","1.35","1.45","0.00",""
"06/05/2016","GOIL","1.52","1.38","1.51","1.51","1.52","1.51","0","1.35","1.50","0.00",""
"05/05/2016","GOIL","1.52","1.38","1.51","1.51","1.52","1.51","0","1.30","1.50","0.00",""
"04/05/2016","GOIL","1.52","1.38","1.51","1.51","1.52","1.51","0","1.30","","0.00",""
"03/05/2016","GOIL","1.52","1.38","1.51","1.50","1.52","1.51","0","1.30","","0.00",""
"29/04/2016","GOIL","1.52","1.38","1.50","1.50","1.52","1.51","0.01","1.50","","400.00",""
"28/04/2016","GOIL","1.50","1.38","1.50","1.50","1.50","1.50","0","1.50","","100.00",""
"27/04/2016","GOIL","1.50","1.38","1.50","1.50","1.50","1.50","0","1.50","","5,000.00",""
"26/04/2016","GOIL","1.50","1.38","1.50","1.50","1.50","1.50","0","1.50","","4,800.00",""
"25/04/2016","GOIL","1.50","1.38","1.48","1.48","1.50","1.50","0.02","1.50","","60,200.00",""
"22/04/2016","GOIL","1.48","1.38","1.48","1.48","1.48","1.48","0","1.48","","20,300.00",""
"21/04/2016","GOIL","1.48","1.38","1.47","1.47","1.48","1.48","0.01","1.47","","3,000.00",""
"20/04/2016","GOIL","1.48","1.38","1.46","1.46","1.47","1.47","0.01","1.47","","700.00",""
"19/04/2016","GOIL","1.48","1.38","1.46","1.46","1.46","1.46","0","1.47","","0.00",""
"18/04/2016","GOIL","1.48","1.38","1.46","1.46","1.46","1.46","0","1.46","","100.00",""
"15/04/2016","GOIL","1.48","1.38","1.46","1.46","1.46","1.46","0","1.46","","0.00",""
"14/04/2016","GOIL","1.48","1.38","1.46","1.46","1.46","1.46","0","","1.46","6,600.00",""
"13/04/2016","GOIL","1.48","1.38","1.46","1.46","1.46","1.46","0","1.45","","900.00",""
"12/04/2016","GOIL","1.48","1.38","1.45","1.45","1.46","1.46","0.01","1.45","1.46","12,000.00",""
"11/04/2016","GOIL","1.48","1.38","1.45","1.45","1.45","1.45","0","","","0.00",""
"08/04/2016","GOIL","1.48","1.38","1.45","1.45","1.45","1.45","0","1.45","","3,000.00",""
"07/04/2016","GOIL","1.48","1.38","1.45","1.45","1.45","1.45","0","","1.45","200.00",""
"06/04/2016","GOIL","1.48","1.38","1.45","1.45","1.45","1.45","0","","1.45","4,700.00",""
"05/04/2016","GOIL","1.48","1.38","1.45","1.45","1.45","1.45","0","1.45","","4,600.00",""
"04/04/2016","GOIL","1.48","1.38","1.45","1.45","1.45","1.45","0","1.45","","0.00",""
"01/04/2016","GOIL","1.48","1.38","1.45","1.45","1.45","1.45","0","1.45","","0.00",""
"31/03/2016","GOIL","1.48","1.38","1.48","1.48","1.45","1.45","-0.03","","","101,100.00",""
"30/03/2016","GOIL","1.48","1.38","1.48","1.48","1.48","1.48","0","1.48","","5,900.00",""
"29/03/2016","GOIL","1.48","1.38","1.48","1.48","1.48","1.48","0","","1.48","0.00",""
"24/03/2016","GOIL","1.48","1.38","1.46","1.46","1.48","1.48","0.02","1.48","","500.00",""
"23/03/2016","GOIL","1.48","1.38","1.46","1.46","1.46","1.46","0","1.46","1.48","0.00",""
"22/03/2016","GOIL","1.48","1.38","1.46","1.46","1.46","1.46","0","1.48","","86,500.00",""
"21/03/2016","GOIL","1.48","1.38","1.46","1.46","1.46","1.46","0","1.46","1.48","0.00",""
"18/03/2016","GOIL","1.48","1.38","1.46","1.46","1.46","1.46","0","1.46","","300.00",""
"17/03/2016","GOIL","1.48","1.38","1.47","1.47","1.46","1.46","-0.01","1.46","","31,700.00",""
"16/03/2016","GOIL","1.48","1.38","1.45","1.45","1.47","1.47","0.02","1.47","","38,200.00",""
"15/03/2016","GOIL","1.48","1.38","1.47","1.47","1.45","1.45","-0.02","1.45","1.47","2,000.00",""
"14/03/2016","GOIL","1.48","1.38","1.47","1.47","1.46","1.47","0","1.46","1.48","0.00",""
"11/03/2016","GOIL","1.48","1.38","1.45","1.45","1.46","1.47","0.02","1.46","1.48","6,500.00",""
"10/03/2016","GOIL","1.48","1.38","1.45","1.45","1.45","1.45","0","1.45","1.48","108,000.00",""
"09/03/2016","GOIL","1.48","1.38","1.45","1.45","1.45","1.45","0","1.45","1.48","0.00",""
"08/03/2016","GOIL","1.48","1.38","1.45","1.45","1.45","1.45","0","1.45","1.48","34,100.00",""
"04/03/2016","GOIL","1.48","1.38","1.44","1.44","1.45","1.45","0.01","1.45","1.48","1,000.00",""
"03/03/2016","GOIL","1.46","1.38","1.44","1.44","1.44","1.44","0","1.44","1.48","5,000.00",""
"02/03/2016","GOIL","1.46","1.38","1.44","1.44","1.44","1.44","0","","1.45","6,500.00",""
"01/03/2016","GOIL","1.46","1.38","1.44","1.44","1.44","1.44","0","1.44","1.45","4,100.00",""
"29/02/2016","GOIL","1.46","1.38","1.45","1.45","1.44","1.44","-0.01","1.44","1.45","2,300.00",""
"26/02/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","12,000.00",""
"25/02/2016","GOIL","1.46","1.38","1.44","1.44","1.45","1.45","0.01","","1.45","33,800.00",""
"24/02/2016","GOIL","1.46","1.38","1.45","1.45","1.44","1.44","-0.01","","1.44","2,900.00",""
"23/02/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","11,400.00",""
"22/02/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","700.00",""
"19/02/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","25,000.00",""
"18/02/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","400.00",""
"17/02/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","800.00",""
"16/02/2016","GOIL","1.46","1.38","1.44","1.44","1.45","1.45","0.01","1.45","1.48","100.00",""
"15/02/2016","GOIL","1.46","1.38","1.44","1.44","1.44","1.44","0","1.45","1.48","42,500.00",""
"12/02/2016","GOIL","1.46","1.38","1.44","1.44","1.44","1.44","0","1.44","","4,900.00",""
"11/02/2016","GOIL","1.46","1.38","1.44","1.44","1.44","1.44","0","1.44","1.45","33,100.00",""
"10/02/2016","GOIL","1.46","1.38","1.44","1.44","1.44","1.44","0","1.40","1.44","300.00",""
"09/02/2016","GOIL","1.46","1.38","1.44","1.44","1.44","1.44","0","1.40","1.44","1,300.00",""
"08/02/2016","GOIL","1.46","1.38","1.44","1.44","1.44","1.44","0","1.40","1.44","200.00",""
"05/02/2016","GOIL","1.46","1.38","1.45","1.45","1.44","1.44","-0.01","1.38","1.45","33,400.00",""
"04/02/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","1.38","1.44","0.00",""
"03/02/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.44","500.00",""
"02/02/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","0.00",""
"01/02/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","0.00",""
"29/01/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","400.00",""
"28/01/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","0.00",""
"27/01/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","800.00",""
"26/01/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","","1.45","0.00",""
"25/01/2016","GOIL","1.46","1.38","1.44","1.44","1.45","1.45","0.01","","1.45","13,100.00",""
"22/01/2016","GOIL","1.46","1.38","1.45","1.45","1.44","1.44","-0.01","1.45","1.48","4,500.00",""
"21/01/2016","GOIL","1.46","1.38","1.45","1.45","1.45","1.45","0","1.45","1.48","43,600.00",""
"20/01/2016","GOIL","1.46","1.38","1.46","1.46","1.45","1.45","-0.01","1.45","1.46","200.00",""
"19/01/2016","GOIL","1.46","1.38","1.45","1.45","1.46","1.46","0.01","1.45","1.48","1,100.00",""
"18/01/2016","GOIL","1.45","1.38","1.45","1.45","1.45","1.45","0","1.40","1.45","0.00",""
"15/01/2016","GOIL","1.45","1.38","1.45","1.45","1.45","1.45","0","1.45","1.48","10,600.00",""
"14/01/2016","GOIL","1.45","1.38","1.45","1.45","1.45","1.45","0","1.45","1.48","8,300.00",""
"13/01/2016","GOIL","1.45","1.38","1.40","1.40","1.45","1.45","0.05","1.45","","40,600.00",""
"12/01/2016","GOIL","1.40","1.38","1.40","1.40","1.40","1.40","0","1.40","","5,700.00",""
"11/01/2016","GOIL","1.40","1.38","1.40","1.39","1.40","1.40","0","1.40","1.41","400.00",""
"08/01/2016","GOIL","1.40","1.38","1.39","1.39","1.40","1.40","0.01","1.39","1.40","8,500.00",""
"07/01/2016","GOIL","1.40","1.38","1.38","1.38","1.39","1.39","0.01","1.39","","10,600.00",""
"06/01/2016","GOIL","1.40","1.38","1.40","1.40","1.38","1.38","-0.02","1.38","1.40","3,700.00",""
"05/01/2016","GOIL","1.40","1.40","1.40","1.40","1.40","1.40","0","","1.40","1,500.00",""
"04/01/2016","GOIL","1.40","1.40","1.40","1.40","1.40","1.40","0","","1.40","16,600.00",""
"31/12/2015","GOIL","1.90","1.05","1.40","1.40","1.40","1.40","0","1.40","","3,400.00",""
"30/12/2015","GOIL","1.90","1.05","1.40","1.40","1.40","1.40","0","1.40","","3,000.00",""
"29/12/2015","GOIL","1.90","1.05","1.40","1.40","1.40","1.40","0","1.40","1.42","9,200.00",""
"24/12/2015","GOIL","1.90","1.05","1.39","1.39","1.40","1.40","0.01","1.39","","4,600.00",""
"23/12/2015","GOIL","1.90","1.05","1.39","1.39","1.39","1.39","0","1.39","","0.00",""
"22/12/2015","GOIL","1.90","1.05","1.39","1.39","1.39","1.39","0","1.39","","1,900.00",""
"21/12/2015","GOIL","1.90","1.05","1.39","1.39","1.39","1.39","0","1.39","","800.00",""
"18/12/2015","GOIL","1.90","1.05","1.39","1.39","1.39","1.39","0","1.39","","0.00",""
"17/12/2015","GOIL","1.90","1.05","1.39","1.39","1.39","1.39","0","1.39","","41,500.00",""
"16/12/2015","GOIL","1.90","1.05","1.39","1.39","1.39","1.39","0","1.39","","155,000.00",""
"15/12/2015","GOIL","1.90","1.05","1.40","1.40","1.39","1.39","-0.01","","","2,900.00",""
"14/12/2015","GOIL","1.90","1.05","1.39","1.39","1.40","1.40","0.01","1.40","","15,500.00",""
"11/12/2015","GOIL","1.90","1.05","1.39","1.39","1.39","1.39","0","1.39","","300.00",""
"10/12/2015","GOIL","1.90","1.05","1.39","1.39","1.39","1.39","0","1.39","","300.00",""
"09/12/2015","GOIL","1.90","1.05","1.39","1.38","1.39","1.39","0","1.39","","1,200.00",""
"08/12/2015","GOIL","1.90","1.05","1.38","1.38","1.39","1.39","0.01","1.38","","36,500.00",""
"07/12/2015","GOIL","1.90","1.05","1.38","1.38","1.38","1.38","0","1.38","","6,900.00",""
"03/12/2015","GOIL","1.90","1.05","1.38","1.38","1.38","1.38","0","1.38","","0.00",""
"02/12/2015","GOIL","1.90","1.05","1.38","1.38","1.38","1.38","0","1.38","","1,700.00",""
"01/12/2015","GOIL","1.90","1.05","1.38","1.38","1.38","1.38","0","1.38","","0.00",""
"30/11/2015","GOIL","1.90","1.05","1.38","1.38","1.38","1.38","0","1.38","","11,700.00",""
